block,image_id,image_type,manipulation,phase,subject,verbal_id,semantic_distance,verbal_acc_corrected
1,carriage,target,upside_down,pre,0skdn6l7m6uh0fx,cart,0.3635467672855286,0.0
1,polar_bear,target,regular,post,0skdn6l7m6uh0fx,painting,0.7503068886395728,0.0
1,pomegranate,target,horizontal_flip,post,0skdn6l7m6uh0fx,water_fountain,0.759902652642776,0.0
1,sardine,target,horizontal_flip,pre,0skdn6l7m6uh0fx,octopus,0.5440525979461464,0.0
1,gargoyle,target,upside_down,post,0skdn6l7m6uh0fx,boat,0.755383022388919,0.0
2,sardine,target,horizontal_flip,post,0skdn6l7m6uh0fx,brush,0.8428141668360708,0.0
2,carriage,target,upside_down,post,0skdn6l7m6uh0fx,cart,0.3635467672855286,0.0
2,sandal,target,upside_down,pre,0skdn6l7m6uh0fx,car,0.7288184774171919,0.0
2,shears,target,regular,post,0skdn6l7m6uh0fx,hatchet,0.6348231132990076,0.0
2,sidecar,target,regular,pre,0skdn6l7m6uh0fx,snail,0.6915628754597152,0.0
2,garlic,target,horizontal_flip,pre,0skdn6l7m6uh0fx,fruit,0.4927179154184868,0.0
3,sidecar,target,regular,post,0skdn6l7m6uh0fx,motorcoach,0.5171173128285698,0.0
3,drill,target,upside_down,pre,0skdn6l7m6uh0fx,umbrella,0.7900536292987269,0.0
3,bat2,target,horizontal_flip,pre,0skdn6l7m6uh0fx,submarine,0.8366691608242447,0.0
3,parking_meter,target,regular,pre,0skdn6l7m6uh0fx,tower,0.7057684162306822,0.0
3,sandal,target,upside_down,post,0skdn6l7m6uh0fx,car,0.7288184774171919,0.0
3,garlic,target,horizontal_flip,post,0skdn6l7m6uh0fx,garlic,0.0,1.0
4,surfboard,target,regular,pre,0skdn6l7m6uh0fx,coffin,0.8084881110745157,0.0
4,aloe,target,horizontal_flip,pre,0skdn6l7m6uh0fx,propeller,0.7792108406277556,0.0
4,drill,target,upside_down,post,0skdn6l7m6uh0fx,table,0.702234732683753,0.0
4,ginger,target,upside_down,pre,0skdn6l7m6uh0fx,rock,0.7443335511114154,0.0
4,parking_meter,target,regular,post,0skdn6l7m6uh0fx,phone_booth,0.5459345682803365,0.0
4,bat2,target,horizontal_flip,post,0skdn6l7m6uh0fx,bat2,0.0,1.0
5,ginger,target,upside_down,post,0skdn6l7m6uh0fx,potato,0.3630771034218299,0.0
5,surfboard,target,regular,post,0skdn6l7m6uh0fx,canoe,0.4875704078914479,0.0
5,aloe,target,horizontal_flip,post,0skdn6l7m6uh0fx,aloe,0.0,1.0
0,puffin,target,upside_down,pre,r3dt581k9saesrm,horse,0.6936065199476855,0.0
0,bat2,target,regular,pre,r3dt581k9saesrm,gun,0.6546829000862524,0.0
0,pomegranate,target,horizontal_flip,pre,r3dt581k9saesrm,bucket,0.7721331956435347,0.0
1,bullet,target,horizontal_flip,pre,r3dt581k9saesrm,wall,0.7300355858182366,0.0
1,dumbbell,target,upside_down,pre,r3dt581k9saesrm,dashboard,0.6865076343980345,0.0
1,pomegranate,target,horizontal_flip,post,r3dt581k9saesrm,pomegranate,0.0,1.0
1,mannequin,target,regular,pre,r3dt581k9saesrm,panda,0.6718355425553099,0.0
1,puffin,target,upside_down,post,r3dt581k9saesrm,puffin,0.0,1.0
1,bat2,target,regular,post,r3dt581k9saesrm,bat2,0.0,1.0
2,bullet,target,horizontal_flip,post,r3dt581k9saesrm,wall,0.7300355858182366,0.0
2,gutter,target,regular,pre,r3dt581k9saesrm,,,0.0
2,mannequin,target,regular,post,r3dt581k9saesrm,,,0.0
2,polar_bear,target,horizontal_flip,pre,r3dt581k9saesrm,lawnmower,0.8378760783863952,0.0
2,dumbbell,target,upside_down,post,r3dt581k9saesrm,weighing_machine,0.6899939045576646,0.0
2,drill,target,upside_down,pre,r3dt581k9saesrm,,,0.0
3,drill,target,upside_down,post,r3dt581k9saesrm,tool,0.6251396458238518,0.0
3,polar_bear,target,horizontal_flip,post,r3dt581k9saesrm,polar_bear,0.0,1.0
3,gutter,target,regular,post,r3dt581k9saesrm,water_ice,0.6797794862221843,0.0
3,surfboard,target,upside_down,pre,r3dt581k9saesrm,pillar,0.8666118371653544,0.0
3,grasshopper,target,horizontal_flip,pre,r3dt581k9saesrm,bee,0.4247795605299616,0.0
3,backpack,target,regular,pre,r3dt581k9saesrm,fish,0.7970270915496478,0.0
4,surfboard,target,upside_down,post,r3dt581k9saesrm,pillar,0.8666118371653544,0.0
4,ginger,target,regular,pre,r3dt581k9saesrm,bear,0.7532741947374428,0.0
4,eclair,target,horizontal_flip,pre,r3dt581k9saesrm,board,0.982811648991572,0.0
4,backpack,target,regular,post,r3dt581k9saesrm,back_pack,0.0,0.0
4,peanut_butter,target,upside_down,pre,r3dt581k9saesrm,smoke_alarm,0.7597034389605858,0.0
4,grasshopper,target,horizontal_flip,post,r3dt581k9saesrm,bug,0.422122652357514,0.0
5,ginger,target,regular,post,r3dt581k9saesrm,bear,0.7532741947374428,0.0
5,peanut_butter,target,upside_down,post,r3dt581k9saesrm,peanut_butter,0.0,1.0
5,eclair,target,horizontal_flip,post,r3dt581k9saesrm,eclair,0.0,1.0
0,buoy,target,regular,pre,0sh5n3y8od84crq,map,0.7333698007939657,0.0
0,parking_meter,target,horizontal_flip,pre,0sh5n3y8od84crq,house_trailer,0.3550495232784527,0.0
0,garlic,target,upside_down,pre,0sh5n3y8od84crq,rabbit,0.6472192364954477,0.0
1,missile,target,upside_down,pre,0sh5n3y8od84crq,road_sign,0.8616379705679305,0.0
1,buoy,target,regular,post,0sh5n3y8od84crq,rabbit,0.7613352361419109,0.0
1,candelabra,target,horizontal_flip,pre,0sh5n3y8od84crq,house_trailer,0.8136031673668422,0.0
1,parking_meter,target,horizontal_flip,post,0sh5n3y8od84crq,house_trailer,0.3550495232784527,0.0
1,pomegranate,target,regular,pre,0sh5n3y8od84crq,toad,0.6405467103229585,0.0
1,garlic,target,upside_down,post,0sh5n3y8od84crq,rabbit,0.6472192364954477,0.0
2,candelabra,target,horizontal_flip,post,0sh5n3y8od84crq,house_trailer,0.8136031673668422,0.0
2,missile,target,upside_down,post,0sh5n3y8od84crq,man,0.8252712528542587,0.0
2,scarf,target,regular,pre,0sh5n3y8od84crq,house_trailer,0.7910377335533458,0.0
2,drill,target,upside_down,pre,0sh5n3y8od84crq,rocket,0.8606867197037888,0.0
2,sardine,target,horizontal_flip,pre,0sh5n3y8od84crq,rocket,0.6132978568043128,0.0
2,pomegranate,target,regular,post,0sh5n3y8od84crq,man,0.8285072746868865,0.0
3,banana_peel,target,horizontal_flip,pre,0sh5n3y8od84crq,dog,0.7178854155162961,0.0
3,scarf,target,regular,post,0sh5n3y8od84crq,horse,0.718469629852895,0.0
3,drill,target,upside_down,post,0sh5n3y8od84crq,rocket,0.8606867197037888,0.0
3,puddle,target,regular,pre,0sh5n3y8od84crq,street_sign,0.7971560255785255,0.0
3,steak,target,upside_down,pre,0sh5n3y8od84crq,house_trailer,0.8451333227284558,0.0
3,sardine,target,horizontal_flip,post,0sh5n3y8od84crq,rabbit,0.5684859829909346,0.0
4,sandal,target,regular,pre,0sh5n3y8od84crq,,,0.0
4,mannequin,target,horizontal_flip,pre,0sh5n3y8od84crq,,,0.0
4,puddle,target,regular,post,0sh5n3y8od84crq,,,0.0
4,sidecar,target,upside_down,pre,0sh5n3y8od84crq,,,0.0
4,steak,target,upside_down,post,0sh5n3y8od84crq,,,0.0
4,banana_peel,target,horizontal_flip,post,0sh5n3y8od84crq,,,0.0
5,mannequin,target,horizontal_flip,post,0sh5n3y8od84crq,ice,0.7570600895394443,0.0
5,sidecar,target,upside_down,post,0sh5n3y8od84crq,,,0.0
5,sandal,target,regular,post,0sh5n3y8od84crq,,,0.0
0,dumbbell,target,regular,pre,nbn3vjn0zj11g7q,grass,0.8182918765484584,0.0
0,rattlesnake,target,upside_down,pre,nbn3vjn0zj11g7q,boomerang,0.6106468462319128,0.0
0,bullet,target,horizontal_flip,pre,nbn3vjn0zj11g7q,,,0.0
1,bullet,target,horizontal_flip,post,nbn3vjn0zj11g7q,knife,0.4845450990677514,0.0
1,dumbbell,target,regular,post,nbn3vjn0zj11g7q,grass,0.8182918765484584,0.0
1,egg_roll,target,upside_down,pre,nbn3vjn0zj11g7q,baseball_mitt,0.6779612281129849,0.0
1,rattlesnake,target,upside_down,post,nbn3vjn0zj11g7q,snake,0.2809631244376995,0.0
1,mannequin,target,regular,pre,nbn3vjn0zj11g7q,lab_coat,0.4339372315590262,0.0
1,pomegranate,target,horizontal_flip,pre,nbn3vjn0zj11g7q,pineapple,0.2905585265451096,0.0
2,peanut_butter,target,upside_down,pre,nbn3vjn0zj11g7q,record,0.8577838374395853,0.0
2,egg_roll,target,upside_down,post,nbn3vjn0zj11g7q,fish,0.4821482379410706,0.0
2,puffin,target,regular,pre,nbn3vjn0zj11g7q,basket,0.7393221378774191,0.0
2,pomegranate,target,horizontal_flip,post,nbn3vjn0zj11g7q,pineapple,0.2905585265451096,0.0
2,backpack,target,horizontal_flip,pre,nbn3vjn0zj11g7q,pincers,0.7077828248680629,0.0
2,mannequin,target,regular,post,nbn3vjn0zj11g7q,coat_rack,0.5241511051991701,0.0
3,missile,target,upside_down,pre,nbn3vjn0zj11g7q,stair,0.8815307562178212,0.0
3,puffin,target,regular,post,nbn3vjn0zj11g7q,aardvark,0.4328582209253245,0.0
3,sidecar,target,horizontal_flip,pre,nbn3vjn0zj11g7q,snail,0.6915628754597152,0.0
3,pedal,target,regular,pre,nbn3vjn0zj11g7q,printer,0.790433854104534,0.0
3,peanut_butter,target,upside_down,post,nbn3vjn0zj11g7q,bowl,0.5575551239533691,0.0
3,backpack,target,horizontal_flip,post,nbn3vjn0zj11g7q,pincers,0.7077828248680629,0.0
4,sidecar,target,horizontal_flip,post,nbn3vjn0zj11g7q,snail,0.6915628754597152,0.0
4,garlic,target,horizontal_flip,pre,nbn3vjn0zj11g7q,flower,0.5706796569527366,0.0
4,missile,target,upside_down,post,nbn3vjn0zj11g7q,gun,0.5962752249545398,0.0
4,figurine,target,upside_down,pre,nbn3vjn0zj11g7q,plant_life,0.7786136201019068,0.0
4,pedal,target,regular,post,nbn3vjn0zj11g7q,printer,0.790433854104534,0.0
4,drill,target,regular,pre,nbn3vjn0zj11g7q,microphone,0.7619614092982538,0.0
5,garlic,target,horizontal_flip,post,nbn3vjn0zj11g7q,flower,0.5706796569527366,0.0
5,drill,target,regular,post,nbn3vjn0zj11g7q,pedal,0.7569529887669448,0.0
5,figurine,target,upside_down,post,nbn3vjn0zj11g7q,mushroom,0.7317275032855246,0.0
0,pomegranate,target,horizontal_flip,pre,jyek9eufpcxey4u,cage,0.7776390220677112,0.0
0,gargoyle,target,upside_down,pre,jyek9eufpcxey4u,cactus,0.6495033127589807,0.0
0,polar_bear,target,regular,pre,jyek9eufpcxey4u,shark,0.4535205903014857,0.0
1,shears,target,regular,pre,jyek9eufpcxey4u,gun_trigger,0.671653756204005,0.0
1,carriage,target,upside_down,pre,jyek9eufpcxey4u,cart,0.3635467672855286,0.0
1,polar_bear,target,regular,post,jyek9eufpcxey4u,ice,0.5526709939296077,0.0
1,pomegranate,target,horizontal_flip,post,jyek9eufpcxey4u,ice_bear,0.7280033503928471,0.0
1,sardine,target,horizontal_flip,pre,jyek9eufpcxey4u,grass,0.7157119062417083,0.0
1,gargoyle,target,upside_down,post,jyek9eufpcxey4u,gallows,0.4544414081189629,0.0
2,sardine,target,horizontal_flip,post,jyek9eufpcxey4u,sardine,0.0,1.0
2,carriage,target,upside_down,post,jyek9eufpcxey4u,cart,0.3635467672855286,0.0
2,sandal,target,upside_down,pre,jyek9eufpcxey4u,fish,0.764055510211724,0.0
2,shears,target,regular,post,jyek9eufpcxey4u,machine,0.7916783078260022,0.0
2,sidecar,target,regular,pre,jyek9eufpcxey4u,chicken2,0.7518676708912145,0.0
2,garlic,target,horizontal_flip,pre,jyek9eufpcxey4u,palm_tree,0.6572229509029488,0.0
3,sidecar,target,regular,post,jyek9eufpcxey4u,bulb,0.845555865251784,0.0
3,drill,target,upside_down,pre,jyek9eufpcxey4u,grenade,0.7466586178697157,0.0
3,bat2,target,horizontal_flip,pre,jyek9eufpcxey4u,gun,0.6546829000862524,0.0
3,parking_meter,target,regular,pre,jyek9eufpcxey4u,gun_trigger,0.6741377763381012,0.0
3,sandal,target,upside_down,post,jyek9eufpcxey4u,sandal,0.0,1.0
3,garlic,target,horizontal_flip,post,jyek9eufpcxey4u,palm_tree,0.6572229509029488,0.0
4,surfboard,target,regular,pre,jyek9eufpcxey4u,whale,0.5979566293028726,0.0
4,aloe,target,horizontal_flip,pre,jyek9eufpcxey4u,wheel,0.8953887640166388,0.0
4,drill,target,upside_down,post,jyek9eufpcxey4u,grenade,0.7466586178697157,0.0
4,ginger,target,upside_down,pre,jyek9eufpcxey4u,skull,0.7484922324116539,0.0
4,parking_meter,target,regular,post,jyek9eufpcxey4u,grass,0.7760143444730037,0.0
4,bat2,target,horizontal_flip,post,jyek9eufpcxey4u,tool,0.7371277635293761,0.0
5,ginger,target,upside_down,post,jyek9eufpcxey4u,skull,0.7484922324116539,0.0
5,surfboard,target,regular,post,jyek9eufpcxey4u,whale,0.5979566293028726,0.0
5,aloe,target,horizontal_flip,post,jyek9eufpcxey4u,wheel,0.8953887640166388,0.0
0,peanut_butter,target,upside_down,pre,2h5ng7mrrjb20lp,lab_coat,0.7239477015587399,0.0
0,eclair,target,regular,pre,2h5ng7mrrjb20lp,ladder,0.8550955992170433,0.0
0,figurine,target,horizontal_flip,pre,2h5ng7mrrjb20lp,paintbrush,0.6130266316288082,0.0
1,sandal,target,horizontal_flip,pre,2h5ng7mrrjb20lp,knife,0.6802656033436498,0.0
1,peanut_butter,target,upside_down,post,2h5ng7mrrjb20lp,cat,0.6612555048710125,0.0
1,drill,target,upside_down,pre,2h5ng7mrrjb20lp,ketchup,0.8226283101193077,0.0
1,figurine,target,horizontal_flip,post,2h5ng7mrrjb20lp,scooter,0.6427274647292442,0.0
1,shears,target,regular,pre,2h5ng7mrrjb20lp,painted_leaf,0.7116490375985577,0.0
1,eclair,target,regular,post,2h5ng7mrrjb20lp,pacifier,0.6670342760068309,0.0
2,shears,target,regular,post,2h5ng7mrrjb20lp,chocolate,0.8166879844482791,0.0
2,drill,target,upside_down,post,2h5ng7mrrjb20lp,coleslaw,0.8822318802483239,0.0
2,sandal,target,horizontal_flip,post,2h5ng7mrrjb20lp,organ,0.8471239033314927,0.0
2,bat2,target,upside_down,pre,2h5ng7mrrjb20lp,llama,0.799525802935827,0.0
2,garlic,target,regular,pre,2h5ng7mrrjb20lp,U-boat,0.8553235568385149,0.0
2,surfboard,target,horizontal_flip,pre,2h5ng7mrrjb20lp,car,0.664230939599137,0.0
3,garlic,target,regular,post,2h5ng7mrrjb20lp,palm_tree,0.6572229509029488,0.0
3,bat2,target,upside_down,post,2h5ng7mrrjb20lp,wind_bell,0.7181516476697011,0.0
3,steak,target,upside_down,pre,2h5ng7mrrjb20lp,skateboard,0.8290924804127511,0.0
3,buoy,target,regular,pre,2h5ng7mrrjb20lp,hummingbird,0.727084934262916,0.0
3,polar_bear,target,horizontal_flip,pre,2h5ng7mrrjb20lp,cigarette,0.8119104680176679,0.0
3,surfboard,target,horizontal_flip,post,2h5ng7mrrjb20lp,chopstick,0.7069721686886046,0.0
4,missile,target,regular,pre,2h5ng7mrrjb20lp,crab,0.7827557767580018,0.0
4,steak,target,upside_down,post,2h5ng7mrrjb20lp,torpedo,0.7548028559867548,0.0
4,polar_bear,target,horizontal_flip,post,2h5ng7mrrjb20lp,pumpkin,0.6322282992374273,0.0
4,buoy,target,regular,post,2h5ng7mrrjb20lp,buoy,0.0,1.0
4,carriage,target,horizontal_flip,pre,2h5ng7mrrjb20lp,sunflower,0.8241360236576637,0.0
4,snail,target,upside_down,pre,2h5ng7mrrjb20lp,cheeseburger,0.6964224782792416,0.0
5,carriage,target,horizontal_flip,post,2h5ng7mrrjb20lp,torpedo,0.7398843184742133,0.0
5,snail,target,upside_down,post,2h5ng7mrrjb20lp,turtle,0.3736344306848042,0.0
5,missile,target,regular,post,2h5ng7mrrjb20lp,tea,0.9151039010700338,0.0
0,candelabra,target,horizontal_flip,pre,1g8ej1hweqzuwy9,car,0.8542669113913408,0.0
0,drill,target,regular,pre,1g8ej1hweqzuwy9,cat,0.8067418189775565,0.0
0,axe,target,upside_down,pre,1g8ej1hweqzuwy9,saddle,0.7813569804064697,0.0
1,candelabra,target,horizontal_flip,post,1g8ej1hweqzuwy9,wall,0.6945145673881741,0.0
1,sidecar,target,regular,pre,1g8ej1hweqzuwy9,spacesuit,0.7434456397175275,0.0
1,axe,target,upside_down,post,1g8ej1hweqzuwy9,flash_lamp,0.8702338333822912,0.0
1,drill,target,regular,post,1g8ej1hweqzuwy9,drawers,0.8887423040140857,0.0
1,puddle,target,horizontal_flip,pre,1g8ej1hweqzuwy9,saddle,0.8670188210708656,0.0
1,shears,target,upside_down,pre,1g8ej1hweqzuwy9,silicone,0.652883084081767,0.0
2,garlic,target,horizontal_flip,pre,1g8ej1hweqzuwy9,statue,0.8273244552882619,0.0
2,pedal,target,regular,pre,1g8ej1hweqzuwy9,pointer,,0.0
2,sidecar,target,regular,post,1g8ej1hweqzuwy9,sunroof,0.5867287379683248,0.0
2,shears,target,upside_down,post,1g8ej1hweqzuwy9,welcome_mat,0.7838527520094829,0.0
2,puddle,target,horizontal_flip,post,1g8ej1hweqzuwy9,storage_locker,0.7099793458144987,0.0
2,peanut_butter,target,upside_down,pre,1g8ej1hweqzuwy9,jacket,0.835219163436152,0.0
3,peanut_butter,target,upside_down,post,1g8ej1hweqzuwy9,bathing_tub,0.7535167192240676,0.0
3,pedal,target,regular,post,1g8ej1hweqzuwy9,pointer,,0.0
3,football_helmet,target,horizontal_flip,pre,1g8ej1hweqzuwy9,decoration,0.6956704551561944,0.0
3,dumbbell,target,upside_down,pre,1g8ej1hweqzuwy9,gallows,0.6709443049890973,0.0
3,garlic,target,horizontal_flip,post,1g8ej1hweqzuwy9,dagger,0.7469607246542357,0.0
3,punching_bag,target,regular,pre,1g8ej1hweqzuwy9,wall,0.7836105208633996,0.0
4,ginger,target,regular,pre,1g8ej1hweqzuwy9,window,0.8612022251386319,0.0
4,football_helmet,target,horizontal_flip,post,1g8ej1hweqzuwy9,wall,0.6227274854328266,0.0
4,punching_bag,target,regular,post,1g8ej1hweqzuwy9,railing,0.8106633000533613,0.0
4,figurine,target,horizontal_flip,pre,1g8ej1hweqzuwy9,video,0.8420440729168144,0.0
4,dumbbell,target,upside_down,post,1g8ej1hweqzuwy9,hobby_horse,0.8097717215307728,0.0
4,bat2,target,upside_down,pre,1g8ej1hweqzuwy9,wheat,0.8737849343205608,0.0
5,bat2,target,upside_down,post,1g8ej1hweqzuwy9,high_hat,0.6687814407925337,0.0
5,figurine,target,horizontal_flip,post,1g8ej1hweqzuwy9,skeleton,0.4893582323498252,0.0
5,ginger,target,regular,post,1g8ej1hweqzuwy9,painting,0.781884018565423,0.0
0,puffin,target,upside_down,pre,38l3g4l0vze1dcj,snow,0.7301016170193717,0.0
0,bat2,target,regular,pre,38l3g4l0vze1dcj,road_sign,0.7965497994683695,0.0
0,pomegranate,target,horizontal_flip,pre,38l3g4l0vze1dcj,ball,0.8233879582989293,0.0
1,bullet,target,horizontal_flip,pre,38l3g4l0vze1dcj,wall,0.7300355858182366,0.0
1,dumbbell,target,upside_down,pre,38l3g4l0vze1dcj,horse,0.6905485294078058,0.0
1,pomegranate,target,horizontal_flip,post,38l3g4l0vze1dcj,fruit,0.2583043475208247,0.0
1,mannequin,target,regular,pre,38l3g4l0vze1dcj,ball,0.6263562985240954,0.0
1,puffin,target,upside_down,post,38l3g4l0vze1dcj,horse,0.6936065199476855,0.0
1,bat2,target,regular,post,38l3g4l0vze1dcj,roach,0.7351179440663125,0.0
2,bullet,target,horizontal_flip,post,38l3g4l0vze1dcj,hail,0.636699587935688,0.0
2,gutter,target,regular,pre,38l3g4l0vze1dcj,toilet,0.5168667127087776,0.0
2,mannequin,target,regular,post,38l3g4l0vze1dcj,mentum,0.647458334360393,0.0
2,polar_bear,target,horizontal_flip,pre,38l3g4l0vze1dcj,,,0.0
2,dumbbell,target,upside_down,post,38l3g4l0vze1dcj,train,0.7494210550405267,0.0
2,drill,target,upside_down,pre,38l3g4l0vze1dcj,train,0.7911982907738406,0.0
3,drill,target,upside_down,post,38l3g4l0vze1dcj,brick,0.8408917818638791,0.0
3,polar_bear,target,horizontal_flip,post,38l3g4l0vze1dcj,wolf,0.3411500803512399,0.0
3,gutter,target,regular,post,38l3g4l0vze1dcj,drain,0.4515211101945687,0.0
3,surfboard,target,upside_down,pre,38l3g4l0vze1dcj,ice_bag,0.6410729139537932,0.0
3,grasshopper,target,horizontal_flip,pre,38l3g4l0vze1dcj,gravel,0.7201592353300581,0.0
3,backpack,target,regular,pre,38l3g4l0vze1dcj,shark,0.7764398031385698,0.0
4,surfboard,target,upside_down,post,38l3g4l0vze1dcj,ship,0.6498733412393239,0.0
4,ginger,target,regular,pre,38l3g4l0vze1dcj,,,0.0
4,eclair,target,horizontal_flip,pre,38l3g4l0vze1dcj,boat,0.836228595346469,0.0
4,backpack,target,regular,post,38l3g4l0vze1dcj,shark,0.7764398031385698,0.0
4,peanut_butter,target,upside_down,pre,38l3g4l0vze1dcj,,,0.0
4,grasshopper,target,horizontal_flip,post,38l3g4l0vze1dcj,gravel,0.7201592353300581,0.0
5,ginger,target,regular,post,38l3g4l0vze1dcj,brick,0.7404224256161662,0.0
5,peanut_butter,target,upside_down,post,38l3g4l0vze1dcj,jar,0.489975314592137,0.0
5,eclair,target,horizontal_flip,post,38l3g4l0vze1dcj,ship,0.7913437781277969,0.0
0,garlic,target,horizontal_flip,pre,rlyo2s3na0x6xjg,bird,0.7368527084285086,0.0
0,eclair,target,regular,pre,rlyo2s3na0x6xjg,snake,0.6345321147167713,0.0
0,dumbbell,target,upside_down,pre,rlyo2s3na0x6xjg,dress,0.7747021115619996,0.0
1,dumbbell,target,upside_down,post,rlyo2s3na0x6xjg,hat,0.674496348304848,0.0
1,eclair,target,regular,post,rlyo2s3na0x6xjg,snake,0.6345321147167713,0.0
1,garlic,target,horizontal_flip,post,rlyo2s3na0x6xjg,flower,0.5706796569527366,0.0
1,mannequin,target,upside_down,pre,rlyo2s3na0x6xjg,tower,0.7527806715000965,0.0
1,punching_bag,target,regular,pre,rlyo2s3na0x6xjg,light,0.828893985856842,0.0
1,sardine,target,horizontal_flip,pre,rlyo2s3na0x6xjg,ship,0.6659676878792062,0.0
2,mannequin,target,upside_down,post,rlyo2s3na0x6xjg,tower,0.7527806715000965,0.0
2,punching_bag,target,regular,post,rlyo2s3na0x6xjg,house_trailer,0.8239131447687948,0.0
2,sardine,target,horizontal_flip,post,rlyo2s3na0x6xjg,watch,0.71398195237048,0.0
2,magnifier,target,horizontal_flip,pre,rlyo2s3na0x6xjg,table,0.7517331014013386,0.0
2,aloe,target,upside_down,pre,rlyo2s3na0x6xjg,hat,0.7705657436596274,0.0
2,candelabra,target,regular,pre,rlyo2s3na0x6xjg,table,0.7139115276000704,0.0
3,aloe,target,upside_down,post,rlyo2s3na0x6xjg,cactus,0.2720208873170044,0.0
3,banana_peel,target,regular,pre,rlyo2s3na0x6xjg,rabbit,0.682126886025461,0.0
3,magnifier,target,horizontal_flip,post,rlyo2s3na0x6xjg,magnifying_glass,0.1927747533103778,0.0
3,snail,target,horizontal_flip,pre,rlyo2s3na0x6xjg,hat,0.7049517827048073,0.0
3,hot-water_bottle,target,upside_down,pre,rlyo2s3na0x6xjg,vase,0.7143953152748137,0.0
3,candelabra,target,regular,post,rlyo2s3na0x6xjg,candle_holder,0.3038730226832967,0.0
4,bat2,target,regular,pre,rlyo2s3na0x6xjg,watchstrap,0.7523456743921977,0.0
4,sidecar,target,horizontal_flip,pre,rlyo2s3na0x6xjg,snail,0.6915628754597152,0.0
4,snail,target,horizontal_flip,post,rlyo2s3na0x6xjg,snail,0.0,1.0
4,hot-water_bottle,target,upside_down,post,rlyo2s3na0x6xjg,vase,0.7143953152748137,0.0
4,bullet,target,upside_down,pre,rlyo2s3na0x6xjg,candle_holder,0.7191157100759016,0.0
4,banana_peel,target,regular,post,rlyo2s3na0x6xjg,banana_peel,0.0,1.0
5,bullet,target,upside_down,post,rlyo2s3na0x6xjg,bullet,0.0,1.0
5,bat2,target,regular,post,rlyo2s3na0x6xjg,car,0.7420387638890229,0.0
5,sidecar,target,horizontal_flip,post,rlyo2s3na0x6xjg,bat2,0.7826290244771251,0.0
0,sardine,target,horizontal_flip,pre,bt0vhyfhwzs5yex,telephone,0.8118752958366618,0.0
0,aloe,target,upside_down,pre,bt0vhyfhwzs5yex,bagpipe,0.8773147714836517,0.0
0,puddle,target,regular,pre,bt0vhyfhwzs5yex,box,0.7677583718831495,0.0
1,shears,target,regular,pre,bt0vhyfhwzs5yex,car,0.7916783078260022,0.0
1,pomegranate,target,horizontal_flip,pre,bt0vhyfhwzs5yex,pineapple,0.2905585265451096,0.0
1,buoy,target,upside_down,pre,bt0vhyfhwzs5yex,buoy,0.0,1.0
1,aloe,target,upside_down,post,bt0vhyfhwzs5yex,bagpipe,0.8773147714836517,0.0
1,sardine,target,horizontal_flip,post,bt0vhyfhwzs5yex,harp,0.7168704688007698,0.0
1,puddle,target,regular,post,bt0vhyfhwzs5yex,,,0.0
2,pomegranate,target,horizontal_flip,post,bt0vhyfhwzs5yex,pineapple,0.2905585265451096,0.0
2,buoy,target,upside_down,post,bt0vhyfhwzs5yex,pool,0.7405831482318377,0.0
2,drill,target,regular,pre,bt0vhyfhwzs5yex,fruit,0.8087986864790041,0.0
2,garlic,target,horizontal_flip,pre,bt0vhyfhwzs5yex,bird,0.7368527084285086,0.0
2,shears,target,regular,post,bt0vhyfhwzs5yex,meerkat,0.7986793478511264,0.0
2,banana_peel,target,upside_down,pre,bt0vhyfhwzs5yex,fish,0.7667182381825135,0.0
3,drill,target,regular,post,bt0vhyfhwzs5yex,tape,0.7372332715190615,0.0
3,garlic,target,horizontal_flip,post,bt0vhyfhwzs5yex,pumpkin,0.4874348279568251,0.0
3,pedal,target,regular,pre,bt0vhyfhwzs5yex,fish,0.8275068947529488,0.0
3,banana_peel,target,upside_down,post,bt0vhyfhwzs5yex,meerkat,0.7423199710332866,0.0
3,hot-water_bottle,target,horizontal_flip,pre,bt0vhyfhwzs5yex,box,0.5192216780254606,0.0
3,sidecar,target,upside_down,pre,bt0vhyfhwzs5yex,plate,0.7387060323401592,0.0
4,axe,target,upside_down,pre,bt0vhyfhwzs5yex,snail,0.8928016123966994,0.0
4,hot-water_bottle,target,horizontal_flip,post,bt0vhyfhwzs5yex,bird,0.5955999434472246,0.0
4,pedal,target,regular,post,bt0vhyfhwzs5yex,tape_machine,0.7098646808422859,0.0
4,punching_bag,target,horizontal_flip,pre,bt0vhyfhwzs5yex,tool,0.6962058860174408,0.0
4,sidecar,target,upside_down,post,bt0vhyfhwzs5yex,plate,0.7387060323401592,0.0
4,snail,target,regular,pre,bt0vhyfhwzs5yex,onion,0.6519027070574868,0.0
5,axe,target,upside_down,post,bt0vhyfhwzs5yex,alligator,0.7814982008320819,0.0
5,snail,target,regular,post,bt0vhyfhwzs5yex,fish,0.4131188411480216,0.0
5,punching_bag,target,horizontal_flip,post,bt0vhyfhwzs5yex,man,0.7530535127195865,0.0
0,gargoyle,target,upside_down,pre,1lq8fulvsnsu0jb,dog,0.5672490729653248,0.0
0,buoy,target,horizontal_flip,pre,1lq8fulvsnsu0jb,duck,0.6859453340552829,0.0
0,banana_peel,target,regular,pre,1lq8fulvsnsu0jb,wolf,0.8551757483351061,0.0
