block,image_id,image_type,manipulation,phase,subject,verbal_id,semantic_distance,verbal_acc_corrected
1,figurine,target,regular,pre,5w7lj49gckh4v2o,nacho,0.7438957779800555,0.0
1,candelabra,target,horizontal_flip,pre,5w7lj49gckh4v2o,macadamia,0.7372727309878038,0.0
1,drill,target,upside_down,pre,5w7lj49gckh4v2o,chain,0.7663927815059346,0.0
1,banana_peel,target,regular,post,5w7lj49gckh4v2o,banana,0.5013322226552945,0.0
1,backpack,target,upside_down,post,5w7lj49gckh4v2o,babe,0.6382230544003988,0.0
2,magnifier,target,upside_down,pre,5w7lj49gckh4v2o,telephone,0.7702681134828536,0.0
2,figurine,target,regular,post,5w7lj49gckh4v2o,statue,0.3070334127513943,0.0
2,aloe,target,regular,pre,5w7lj49gckh4v2o,wheel,0.8953887640166388,0.0
2,pomegranate,target,horizontal_flip,pre,5w7lj49gckh4v2o,pineapple,0.2905585265451096,0.0
2,drill,target,upside_down,post,5w7lj49gckh4v2o,screwdriver,0.6347731109597705,0.0
2,candelabra,target,horizontal_flip,post,5w7lj49gckh4v2o,table,0.7139115276000704,0.0
3,sardine,target,upside_down,pre,5w7lj49gckh4v2o,eagle,0.6692366763002902,0.0
3,magnifier,target,upside_down,post,5w7lj49gckh4v2o,candle_holder,0.6380651676044331,0.0
3,ginger,target,regular,pre,5w7lj49gckh4v2o,kale,0.2917613378427428,0.0
3,missile,target,horizontal_flip,pre,5w7lj49gckh4v2o,lab_coat,0.8029640422662175,0.0
3,pomegranate,target,horizontal_flip,post,5w7lj49gckh4v2o,pineapple,0.2905585265451096,0.0
3,aloe,target,regular,post,5w7lj49gckh4v2o,wheel,0.8953887640166388,0.0
4,peanut_butter,target,horizontal_flip,pre,5w7lj49gckh4v2o,ear,0.7602795653878256,0.0
4,ginger,target,regular,post,5w7lj49gckh4v2o,bread,0.5828595905289344,0.0
4,missile,target,horizontal_flip,post,5w7lj49gckh4v2o,stair,0.8815307562178212,0.0
4,football_helmet,target,regular,pre,5w7lj49gckh4v2o,cannon,0.660438218861287,0.0
4,sardine,target,upside_down,post,5w7lj49gckh4v2o,butter,0.6162088275918537,0.0
4,polar_bear,target,upside_down,pre,5w7lj49gckh4v2o,jacket,0.7252176914637323,0.0
5,polar_bear,target,upside_down,post,5w7lj49gckh4v2o,polar_bear,0.0,1.0
5,peanut_butter,target,horizontal_flip,post,5w7lj49gckh4v2o,rope,0.7429335421591868,0.0
5,football_helmet,target,regular,post,5w7lj49gckh4v2o,helmet,0.3335998265040213,0.0
0,scarf,target,upside_down,pre,0wcexbo0alo8y6k,shark,0.7990822478984414,0.0
0,egg_roll,target,regular,pre,0wcexbo0alo8y6k,lizard,0.5855174211485283,0.0
0,snail,target,horizontal_flip,pre,0wcexbo0alo8y6k,squid,0.5271642545969233,0.0
1,dumbbell,target,horizontal_flip,pre,0wcexbo0alo8y6k,dragonfly,0.6422303507627593,0.0
1,hot-water_bottle,target,upside_down,pre,0wcexbo0alo8y6k,cloud,0.7823887578893209,0.0
1,egg_roll,target,regular,post,0wcexbo0alo8y6k,lizard,0.5855174211485283,0.0
1,snail,target,horizontal_flip,post,0wcexbo0alo8y6k,squid,0.5271642545969233,0.0
1,scarf,target,upside_down,post,0wcexbo0alo8y6k,bottle,0.6431373279300832,0.0
1,sidecar,target,regular,pre,0wcexbo0alo8y6k,snail,0.6915628754597152,0.0
2,hot-water_bottle,target,upside_down,post,0wcexbo0alo8y6k,cloud,0.7823887578893209,0.0
2,polar_bear,target,regular,pre,0wcexbo0alo8y6k,computer_game,0.7669858794756514,0.0
2,drill,target,horizontal_flip,pre,0wcexbo0alo8y6k,robot,0.7602733748374968,0.0
2,dumbbell,target,horizontal_flip,post,0wcexbo0alo8y6k,dragonfly,0.6422303507627593,0.0
2,rattlesnake,target,upside_down,pre,0wcexbo0alo8y6k,pallet,0.7995815605667115,0.0
2,sidecar,target,regular,post,0wcexbo0alo8y6k,snail,0.6915628754597152,0.0
3,figurine,target,regular,pre,0wcexbo0alo8y6k,hat,0.6106697830825305,0.0
3,puffin,target,horizontal_flip,pre,0wcexbo0alo8y6k,cat,0.4881201318186702,0.0
3,drill,target,horizontal_flip,post,0wcexbo0alo8y6k,robot,0.7602733748374968,0.0
3,carriage,target,upside_down,pre,0wcexbo0alo8y6k,train,0.3899271567167633,0.0
3,rattlesnake,target,upside_down,post,0wcexbo0alo8y6k,palette,0.7995815605667115,0.0
3,polar_bear,target,regular,post,0wcexbo0alo8y6k,computer_game,0.7669858794756514,0.0
4,ginger,target,upside_down,pre,0wcexbo0alo8y6k,headdress,0.7468079913008605,0.0
4,puffin,target,horizontal_flip,post,0wcexbo0alo8y6k,cat,0.4881201318186702,0.0
4,carriage,target,upside_down,post,0wcexbo0alo8y6k,machine,0.4802126494079809,0.0
4,figurine,target,regular,post,0wcexbo0alo8y6k,hat,0.6106697830825305,0.0
4,backpack,target,regular,pre,0wcexbo0alo8y6k,headstone,0.7474881681313207,0.0
4,sardine,target,horizontal_flip,pre,0wcexbo0alo8y6k,dishcloth,0.642525106349715,0.0
5,backpack,target,regular,post,0wcexbo0alo8y6k,headdress,0.5566282359505815,0.0
5,sardine,target,horizontal_flip,post,0wcexbo0alo8y6k,dishcloth,0.642525106349715,0.0
5,ginger,target,upside_down,post,0wcexbo0alo8y6k,head_covering,0.8470306201323836,0.0
0,pedal,target,horizontal_flip,pre,2j7ttvw4tf3r0ar,cat,0.8448555686795022,0.0
0,bat2,target,regular,pre,2j7ttvw4tf3r0ar,river_horse,0.7689765630408245,0.0
0,banana_peel,target,upside_down,pre,2j7ttvw4tf3r0ar,octopus,0.6275131442093009,0.0
1,sandal,target,horizontal_flip,pre,2j7ttvw4tf3r0ar,frog,0.7000776298287421,0.0
1,bat2,target,regular,post,2j7ttvw4tf3r0ar,river_horse,0.7689765630408245,0.0
1,pedal,target,horizontal_flip,post,2j7ttvw4tf3r0ar,pedal,0.0,1.0
1,backpack,target,regular,pre,2j7ttvw4tf3r0ar,mountain_lion,0.7755451149889762,0.0
1,banana_peel,target,upside_down,post,2j7ttvw4tf3r0ar,octopus,0.6275131442093009,0.0
1,shears,target,upside_down,pre,2j7ttvw4tf3r0ar,bike,0.7802116548804379,0.0
2,shears,target,upside_down,post,2j7ttvw4tf3r0ar,bike,0.7802116548804379,0.0
2,backpack,target,regular,post,2j7ttvw4tf3r0ar,mountain_lion,0.7755451149889762,0.0
2,sandal,target,horizontal_flip,post,2j7ttvw4tf3r0ar,frog,0.7000776298287421,0.0
2,pomegranate,target,horizontal_flip,pre,2j7ttvw4tf3r0ar,sea_horse,0.6457335283637006,0.0
2,scarf,target,upside_down,pre,2j7ttvw4tf3r0ar,wall,0.7703733896221308,0.0
2,bullet,target,regular,pre,2j7ttvw4tf3r0ar,wall,0.7300355858182366,0.0
3,axe,target,upside_down,pre,2j7ttvw4tf3r0ar,sea_horse,0.7659217300090903,0.0
3,pomegranate,target,horizontal_flip,post,2j7ttvw4tf3r0ar,sea_horse,0.6457335283637006,0.0
3,scarf,target,upside_down,post,2j7ttvw4tf3r0ar,brick,0.7880479535294689,0.0
3,bullet,target,regular,post,2j7ttvw4tf3r0ar,wall,0.7300355858182366,0.0
3,football_helmet,target,horizontal_flip,pre,2j7ttvw4tf3r0ar,rhino,0.6807677508841186,0.0
3,parking_meter,target,regular,pre,2j7ttvw4tf3r0ar,bullet,0.6140905147196009,0.0
4,peanut_butter,target,regular,pre,2j7ttvw4tf3r0ar,,,0.0
4,drill,target,horizontal_flip,pre,2j7ttvw4tf3r0ar,axe,0.7711962085421589,0.0
4,parking_meter,target,regular,post,2j7ttvw4tf3r0ar,phone_booth,0.5459345682803365,0.0
4,football_helmet,target,horizontal_flip,post,2j7ttvw4tf3r0ar,hairdryer,0.6317737804171283,0.0
4,axe,target,upside_down,post,2j7ttvw4tf3r0ar,abdomen,0.8260693348829155,0.0
4,puffin,target,upside_down,pre,2j7ttvw4tf3r0ar,headgear,0.643542297619609,0.0
5,peanut_butter,target,regular,post,2j7ttvw4tf3r0ar,peanut_butter,0.0,1.0
5,puffin,target,upside_down,post,2j7ttvw4tf3r0ar,drill,0.8480799881608194,0.0
5,drill,target,horizontal_flip,post,2j7ttvw4tf3r0ar,drill,0.0,1.0
0,garlic,target,horizontal_flip,pre,6yxxc4qa0qb2vco,flower,0.5706796569527366,0.0
0,eclair,target,regular,pre,6yxxc4qa0qb2vco,dragonfly,0.6234914526194261,0.0
0,dumbbell,target,upside_down,pre,6yxxc4qa0qb2vco,bike,0.6585774333432785,0.0
1,dumbbell,target,upside_down,post,6yxxc4qa0qb2vco,t-shirt,0.645487911877138,0.0
1,eclair,target,regular,post,6yxxc4qa0qb2vco,cross,0.8976688327342667,0.0
1,garlic,target,horizontal_flip,post,6yxxc4qa0qb2vco,flower,0.5706796569527366,0.0
1,mannequin,target,upside_down,pre,6yxxc4qa0qb2vco,paint,0.757278351698661,0.0
1,punching_bag,target,regular,pre,6yxxc4qa0qb2vco,safety_fuse,0.7699515647785156,0.0
1,sardine,target,horizontal_flip,pre,6yxxc4qa0qb2vco,comb,0.8071005093498607,0.0
2,mannequin,target,upside_down,post,6yxxc4qa0qb2vco,tractor,0.7242016924445736,0.0
2,punching_bag,target,regular,post,6yxxc4qa0qb2vco,nail,0.687047062338847,0.0
2,sardine,target,horizontal_flip,post,6yxxc4qa0qb2vco,comb,0.8071005093498607,0.0
2,magnifier,target,horizontal_flip,pre,6yxxc4qa0qb2vco,stool,0.7132148988777942,0.0
2,aloe,target,upside_down,pre,6yxxc4qa0qb2vco,wheelbarrow,0.8018050354490376,0.0
2,candelabra,target,regular,pre,6yxxc4qa0qb2vco,stair,0.6914372150191099,0.0
3,aloe,target,upside_down,post,6yxxc4qa0qb2vco,spider,0.5731059591845453,0.0
3,banana_peel,target,regular,pre,6yxxc4qa0qb2vco,tool,0.7428654414763081,0.0
3,magnifier,target,horizontal_flip,post,6yxxc4qa0qb2vco,magnifying_glass,0.1927747533103778,0.0
3,snail,target,horizontal_flip,pre,6yxxc4qa0qb2vco,wheel,0.7893478745737129,0.0
3,hot-water_bottle,target,upside_down,pre,6yxxc4qa0qb2vco,gramophone,0.739430122359275,0.0
3,candelabra,target,regular,post,6yxxc4qa0qb2vco,stair,0.6914372150191099,0.0
4,bat2,target,regular,pre,6yxxc4qa0qb2vco,pencil_sharpener,0.6162223351192032,0.0
4,sidecar,target,horizontal_flip,pre,6yxxc4qa0qb2vco,scorpion,0.7254258012000935,0.0
4,snail,target,horizontal_flip,post,6yxxc4qa0qb2vco,turtle,0.3736344306848042,0.0
4,hot-water_bottle,target,upside_down,post,6yxxc4qa0qb2vco,hot-water_bottle,0.0,1.0
4,bullet,target,upside_down,pre,6yxxc4qa0qb2vco,safety_fuse,0.6957742508582575,0.0
4,banana_peel,target,regular,post,6yxxc4qa0qb2vco,banana_peel,0.0,1.0
5,bullet,target,upside_down,post,6yxxc4qa0qb2vco,stained_glass,0.7804877156168648,0.0
5,bat2,target,regular,post,6yxxc4qa0qb2vco,leg,0.6548603515093763,0.0
5,sidecar,target,horizontal_flip,post,6yxxc4qa0qb2vco,snail,0.6915628754597152,0.0
0,snail,target,upside_down,pre,7c6b72atuq7zxj9,aeroplane,0.8379743507034125,0.0
0,pomegranate,target,regular,pre,7c6b72atuq7zxj9,boat,0.8235004818288298,0.0
0,grasshopper,target,horizontal_flip,pre,7c6b72atuq7zxj9,aeroplane,0.7174472794589994,0.0
1,ginger,target,horizontal_flip,pre,7c6b72atuq7zxj9,aeroplane,0.922012432519226,0.0
1,snail,target,upside_down,post,7c6b72atuq7zxj9,aeroplane,0.8379743507034125,0.0
1,bullet,target,upside_down,pre,7c6b72atuq7zxj9,ship,0.670229995929005,0.0
1,steak,target,regular,pre,7c6b72atuq7zxj9,ship,0.8325968083061038,0.0
1,pomegranate,target,regular,post,7c6b72atuq7zxj9,ship,0.8115429279333579,0.0
1,grasshopper,target,horizontal_flip,post,7c6b72atuq7zxj9,aeroplane,0.7174472794589994,0.0
2,steak,target,regular,post,7c6b72atuq7zxj9,ship,0.8325968083061038,0.0
2,backpack,target,regular,pre,7c6b72atuq7zxj9,aeroplane,0.6905104613700734,0.0
2,shears,target,upside_down,pre,7c6b72atuq7zxj9,aeroplane,0.8276479622970221,0.0
2,ginger,target,horizontal_flip,post,7c6b72atuq7zxj9,ship,0.8691396690325577,0.0
2,bullet,target,upside_down,post,7c6b72atuq7zxj9,ship,0.670229995929005,0.0
2,dumbbell,target,horizontal_flip,pre,7c6b72atuq7zxj9,cow,0.7821615143508278,0.0
3,puddle,target,upside_down,pre,7c6b72atuq7zxj9,aeroplane,0.8181850445250562,0.0
3,sandal,target,horizontal_flip,pre,7c6b72atuq7zxj9,car,0.7288184774171919,0.0
3,dumbbell,target,horizontal_flip,post,7c6b72atuq7zxj9,cow,0.7821615143508278,0.0
3,aloe,target,regular,pre,7c6b72atuq7zxj9,car,0.8201127492707385,0.0
3,backpack,target,regular,post,7c6b72atuq7zxj9,aeroplane,0.6905104613700734,0.0
3,shears,target,upside_down,post,7c6b72atuq7zxj9,leg,0.6771026010397286,0.0
4,aloe,target,regular,post,7c6b72atuq7zxj9,steering_wheel,0.7972171140042752,0.0
4,buoy,target,upside_down,pre,7c6b72atuq7zxj9,horn,0.6289141565764957,0.0
4,sandal,target,horizontal_flip,post,7c6b72atuq7zxj9,car,0.7288184774171919,0.0
4,bat2,target,regular,pre,7c6b72atuq7zxj9,car,0.7420387638890229,0.0
4,scarf,target,horizontal_flip,pre,7c6b72atuq7zxj9,car,0.7624105950452071,0.0
4,puddle,target,upside_down,post,7c6b72atuq7zxj9,,,0.0
5,scarf,target,horizontal_flip,post,7c6b72atuq7zxj9,car,0.7624105950452071,0.0
5,buoy,target,upside_down,post,7c6b72atuq7zxj9,horn,0.6289141565764957,0.0
5,bat2,target,regular,post,7c6b72atuq7zxj9,hand,0.6158478058734933,0.0
0,carriage,target,horizontal_flip,pre,41zyv1nryq6h0qg,map,0.8321543809763241,0.0
0,surfboard,target,upside_down,pre,41zyv1nryq6h0qg,river_horse,0.7996754787797249,0.0
0,missile,target,regular,pre,41zyv1nryq6h0qg,line,0.7192594382498924,0.0
1,carriage,target,horizontal_flip,post,41zyv1nryq6h0qg,map,0.8321543809763241,0.0
1,surfboard,target,upside_down,post,41zyv1nryq6h0qg,line,0.8016342974079944,0.0
1,garlic,target,upside_down,pre,41zyv1nryq6h0qg,onion,0.2194468179123678,0.0
1,puddle,target,horizontal_flip,pre,41zyv1nryq6h0qg,octopus,0.6751270318600253,0.0
1,missile,target,regular,post,41zyv1nryq6h0qg,human_elbow,0.794468461878006,0.0
1,snail,target,regular,pre,41zyv1nryq6h0qg,human_face,0.7931851138155332,0.0
2,garlic,target,upside_down,post,41zyv1nryq6h0qg,scraper,0.7220414647286325,0.0
2,parking_meter,target,horizontal_flip,pre,41zyv1nryq6h0qg,motor_home,0.5998538214969102,0.0
2,sardine,target,upside_down,pre,41zyv1nryq6h0qg,maple_syrup,0.6809818721491323,0.0
2,snail,target,regular,post,41zyv1nryq6h0qg,octopus,0.4658843993236075,0.0
2,ginger,target,regular,pre,41zyv1nryq6h0qg,orange,0.4574603995648203,0.0
2,puddle,target,horizontal_flip,post,41zyv1nryq6h0qg,human_face,0.7604041860579808,0.0
3,sardine,target,upside_down,post,41zyv1nryq6h0qg,skull,0.7822439958653947,0.0
3,parking_meter,target,horizontal_flip,post,41zyv1nryq6h0qg,machine,0.0839600780598934,0.0
3,ginger,target,regular,post,41zyv1nryq6h0qg,skull,0.7484922324116539,0.0
3,peanut_butter,target,upside_down,pre,41zyv1nryq6h0qg,helmet,0.7474026894691601,0.0
3,lip_gloss,target,horizontal_flip,pre,41zyv1nryq6h0qg,needle,0.7382099927846356,0.0
3,figurine,target,regular,pre,41zyv1nryq6h0qg,maple_syrup,0.7753052308823882,0.0
4,gutter,target,upside_down,pre,41zyv1nryq6h0qg,,,0.0
4,peanut_butter,target,upside_down,post,41zyv1nryq6h0qg,,,0.0
4,lip_gloss,target,horizontal_flip,post,41zyv1nryq6h0qg,,,0.0
4,aloe,target,horizontal_flip,pre,41zyv1nryq6h0qg,,,0.0
4,figurine,target,regular,post,41zyv1nryq6h0qg,,,0.0
4,football_helmet,target,regular,pre,41zyv1nryq6h0qg,,,0.0
5,aloe,target,horizontal_flip,post,41zyv1nryq6h0qg,touchpad,0.8158475763428503,0.0
5,gutter,target,upside_down,post,41zyv1nryq6h0qg,taper,0.7136241173403706,0.0
5,football_helmet,target,regular,post,41zyv1nryq6h0qg,camera,0.6913438796135093,0.0
0,snail,target,upside_down,pre,xzstgexdgxsla88,wagon,0.7766428234943671,0.0
0,pomegranate,target,regular,pre,xzstgexdgxsla88,fly,0.6885270015098744,0.0
0,grasshopper,target,horizontal_flip,pre,xzstgexdgxsla88,fly,0.4671610032732556,0.0
1,ginger,target,horizontal_flip,pre,xzstgexdgxsla88,fly,0.7348833952135572,0.0
1,snail,target,upside_down,post,xzstgexdgxsla88,fly,0.5411010332301887,0.0
1,bullet,target,upside_down,pre,xzstgexdgxsla88,bullet,0.0,1.0
1,steak,target,regular,pre,xzstgexdgxsla88,moth,0.6845165456945843,0.0
1,pomegranate,target,regular,post,xzstgexdgxsla88,fruit,0.2583043475208247,0.0
1,grasshopper,target,horizontal_flip,post,xzstgexdgxsla88,fly,0.4671610032732556,0.0
2,steak,target,regular,post,xzstgexdgxsla88,moth,0.6845165456945843,0.0
2,backpack,target,regular,pre,xzstgexdgxsla88,road_sign,0.7348088011033953,0.0
2,shears,target,upside_down,pre,xzstgexdgxsla88,road_sign,0.8779035992396389,0.0
2,ginger,target,horizontal_flip,post,xzstgexdgxsla88,garlic,0.2173212168861061,0.0
2,bullet,target,upside_down,post,xzstgexdgxsla88,bullet,0.0,1.0
2,dumbbell,target,horizontal_flip,pre,xzstgexdgxsla88,,,0.0
3,puddle,target,upside_down,pre,xzstgexdgxsla88,,,0.0
3,sandal,target,horizontal_flip,pre,xzstgexdgxsla88,car,0.7288184774171919,0.0
3,dumbbell,target,horizontal_flip,post,xzstgexdgxsla88,,,0.0
3,aloe,target,regular,pre,xzstgexdgxsla88,wheel,0.8953887640166388,0.0
3,backpack,target,regular,post,xzstgexdgxsla88,wheelbarrow,0.4816704034754443,0.0
3,shears,target,upside_down,post,xzstgexdgxsla88,bicycle,0.7802116548804379,0.0
4,aloe,target,regular,post,xzstgexdgxsla88,wheel,0.8953887640166388,0.0
4,buoy,target,upside_down,pre,xzstgexdgxsla88,cup,0.7616912696132524,0.0
4,sandal,target,horizontal_flip,post,xzstgexdgxsla88,sandal,0.0,1.0
4,bat2,target,regular,pre,xzstgexdgxsla88,rifle,0.6464164282968078,0.0
4,scarf,target,horizontal_flip,pre,xzstgexdgxsla88,clothes,0.4289184523197883,0.0
4,puddle,target,upside_down,post,xzstgexdgxsla88,painting,0.7656665745990072,0.0
5,scarf,target,horizontal_flip,post,xzstgexdgxsla88,scarf,0.0,1.0
5,buoy,target,upside_down,post,xzstgexdgxsla88,cup,0.7616912696132524,0.0
5,bat2,target,regular,post,xzstgexdgxsla88,rifle,0.6464164282968078,0.0
0,candelabra,target,regular,pre,m8g5qgbnocawu7y,,,0.0
0,lip_gloss,target,horizontal_flip,pre,m8g5qgbnocawu7y,,,0.0
0,steak,target,upside_down,pre,m8g5qgbnocawu7y,,,0.0
1,candelabra,target,regular,post,m8g5qgbnocawu7y,rock,0.7813447348179536,0.0
1,lip_gloss,target,horizontal_flip,post,m8g5qgbnocawu7y,frisbee,0.7927760250882144,0.0
1,steak,target,upside_down,post,m8g5qgbnocawu7y,wood,0.6199123918015528,0.0
1,puddle,target,regular,pre,m8g5qgbnocawu7y,rock,0.6778540391474847,0.0
1,puffin,target,upside_down,pre,m8g5qgbnocawu7y,nail_clippers,0.8456170270545059,0.0
1,buoy,target,horizontal_flip,pre,m8g5qgbnocawu7y,fish,0.5911113019658004,0.0
2,puddle,target,regular,post,m8g5qgbnocawu7y,beachball,0.6093712836373057,0.0
2,buoy,target,horizontal_flip,post,m8g5qgbnocawu7y,buoy,0.0,1.0
2,puffin,target,upside_down,post,m8g5qgbnocawu7y,ant,0.5063185973950513,0.0
2,bat2,target,horizontal_flip,pre,m8g5qgbnocawu7y,car,0.7420387638890229,0.0
2,rattlesnake,target,upside_down,pre,m8g5qgbnocawu7y,stingray,0.3923538071911226,0.0
2,mannequin,target,regular,pre,m8g5qgbnocawu7y,mannequin,0.0,1.0
3,bat2,target,horizontal_flip,post,m8g5qgbnocawu7y,car,0.7420387638890229,0.0
3,mannequin,target,regular,post,m8g5qgbnocawu7y,mannequin,0.0,1.0
3,bullet,target,horizontal_flip,pre,m8g5qgbnocawu7y,statue,0.7748922170117065,0.0
3,dumbbell,target,upside_down,pre,m8g5qgbnocawu7y,car,0.7023951507166599,0.0
3,ginger,target,regular,pre,m8g5qgbnocawu7y,parachute,0.9547298262328447,0.0
3,rattlesnake,target,upside_down,post,m8g5qgbnocawu7y,gun_trigger,0.6255649330864214,0.0
4,peanut_butter,target,horizontal_flip,pre,m8g5qgbnocawu7y,jar,0.489975314592137,0.0
4,axe,target,upside_down,pre,m8g5qgbnocawu7y,tree,0.703635804904527,0.0
4,dumbbell,target,upside_down,post,m8g5qgbnocawu7y,weighing_machine,0.6899939045576646,0.0
4,ginger,target,regular,post,m8g5qgbnocawu7y,car,0.8944252784772946,0.0
4,bullet,target,horizontal_flip,post,m8g5qgbnocawu7y,statue,0.7748922170117065,0.0
4,banana_peel,target,regular,pre,m8g5qgbnocawu7y,box,0.6639757915067832,0.0
5,axe,target,upside_down,post,m8g5qgbnocawu7y,hair_drier,0.7106367570064578,0.0
5,peanut_butter,target,horizontal_flip,post,m8g5qgbnocawu7y,jar,0.489975314592137,0.0
5,banana_peel,target,regular,post,m8g5qgbnocawu7y,beetle,0.7511120783139579,0.0
0,gargoyle,target,upside_down,pre,e4tfo395cj1zzb7,bug,0.6786649894469163,0.0
0,egg_roll,target,regular,pre,e4tfo395cj1zzb7,jeans,0.7159298223847805,0.0
0,sandal,target,horizontal_flip,pre,e4tfo395cj1zzb7,car,0.7288184774171919,0.0
1,sandal,target,horizontal_flip,post,e4tfo395cj1zzb7,notebook,0.7944453947712157,0.0
1,gargoyle,target,upside_down,post,e4tfo395cj1zzb7,tank,0.7846187265844283,0.0
1,figurine,target,regular,pre,e4tfo395cj1zzb7,mushroom,0.7317275032855246,0.0
1,puddle,target,horizontal_flip,pre,e4tfo395cj1zzb7,laboratory_coat,0.6681159881895755,0.0
1,missile,target,upside_down,pre,e4tfo395cj1zzb7,plane,0.5759325222427851,0.0
1,egg_roll,target,regular,post,e4tfo395cj1zzb7,legging,0.7213200968214242,0.0
2,figurine,target,regular,post,e4tfo395cj1zzb7,mushroom,0.7317275032855246,0.0
2,peanut_butter,target,upside_down,pre,e4tfo395cj1zzb7,food_processor,0.6187036169415963,0.0
2,garlic,target,horizontal_flip,pre,e4tfo395cj1zzb7,flower_petal,0.6293365898345155,0.0
2,missile,target,upside_down,post,e4tfo395cj1zzb7,plane,0.5759325222427851,0.0
2,eclair,target,regular,pre,e4tfo395cj1zzb7,bread,0.4746064374107736,0.0
2,puddle,target,horizontal_flip,post,e4tfo395cj1zzb7,puddle,0.0,1.0
3,garlic,target,horizontal_flip,post,e4tfo395cj1zzb7,flower_petal,0.6293365898345155,0.0
3,mannequin,target,regular,pre,e4tfo395cj1zzb7,statue,0.509471610808715,0.0
3,eclair,target,regular,post,e4tfo395cj1zzb7,bun,0.4349188463950375,0.0
3,carriage,target,horizontal_flip,pre,e4tfo395cj1zzb7,cart,0.3635467672855286,0.0
3,peanut_butter,target,upside_down,post,e4tfo395cj1zzb7,peanut_butter,0.0,1.0
3,hot-water_bottle,target,upside_down,pre,e4tfo395cj1zzb7,jar,0.4919173203918722,0.0
4,mannequin,target,regular,post,e4tfo395cj1zzb7,beach_waggon,0.6893784643064291,0.0
4,axe,target,horizontal_flip,pre,e4tfo395cj1zzb7,jar,0.8043098425501998,0.0
4,carriage,target,horizontal_flip,post,e4tfo395cj1zzb7,carriage,0.0,1.0
4,shears,target,upside_down,pre,e4tfo395cj1zzb7,wheel,0.7802116548804379,0.0
4,hot-water_bottle,target,upside_down,post,e4tfo395cj1zzb7,jar,0.4919173203918722,0.0
4,pedal,target,regular,pre,e4tfo395cj1zzb7,engine,0.504155994023623,0.0
5,pedal,target,regular,post,e4tfo395cj1zzb7,pedal,0.0,1.0
5,shears,target,upside_down,post,e4tfo395cj1zzb7,clipper,0.4114827060737601,0.0
5,axe,target,horizontal_flip,post,e4tfo395cj1zzb7,axe,0.0,1.0
0,gargoyle,target,upside_down,pre,quo70ly2w3znb9c,dog,0.5672490729653248,0.0
0,egg_roll,target,regular,pre,quo70ly2w3znb9c,car,0.7835961878880042,0.0
0,sandal,target,horizontal_flip,pre,quo70ly2w3znb9c,car,0.7288184774171919,0.0
1,sandal,target,horizontal_flip,post,quo70ly2w3znb9c,car,0.7288184774171919,0.0
1,gargoyle,target,upside_down,post,quo70ly2w3znb9c,camel,0.6057321131465159,0.0
1,figurine,target,regular,pre,quo70ly2w3znb9c,mushroom,0.7317275032855246,0.0
1,puddle,target,horizontal_flip,pre,quo70ly2w3znb9c,,,0.0
1,missile,target,upside_down,pre,quo70ly2w3znb9c,plane,0.5759325222427851,0.0
1,egg_roll,target,regular,post,quo70ly2w3znb9c,car,0.7835961878880042,0.0
2,figurine,target,regular,post,quo70ly2w3znb9c,mushroom,0.7317275032855246,0.0
2,peanut_butter,target,upside_down,pre,quo70ly2w3znb9c,bun,0.6228566574566703,0.0
2,garlic,target,horizontal_flip,pre,quo70ly2w3znb9c,dandelion,0.4793497275578734,0.0
2,missile,target,upside_down,post,quo70ly2w3znb9c,jet,0.611493171514355,0.0
2,eclair,target,regular,pre,quo70ly2w3znb9c,boat,0.836228595346469,0.0
2,puddle,target,horizontal_flip,post,quo70ly2w3znb9c,sofa,0.6326149198412863,0.0
3,garlic,target,horizontal_flip,post,quo70ly2w3znb9c,dandelion,0.4793497275578734,0.0
3,mannequin,target,regular,pre,quo70ly2w3znb9c,badger,0.6693793485302146,0.0
3,eclair,target,regular,post,quo70ly2w3znb9c,boat,0.836228595346469,0.0
3,carriage,target,horizontal_flip,pre,quo70ly2w3znb9c,wagon,0.4155930045150093,0.0
3,peanut_butter,target,upside_down,post,quo70ly2w3znb9c,spring_roll,0.443887365293108,0.0
3,hot-water_bottle,target,upside_down,pre,quo70ly2w3znb9c,toast,0.8052291561685169,0.0
4,mannequin,target,regular,post,quo70ly2w3znb9c,badger,0.6693793485302146,0.0
4,axe,target,horizontal_flip,pre,quo70ly2w3znb9c,branch,0.7060597829785555,0.0
4,carriage,target,horizontal_flip,post,quo70ly2w3znb9c,wagon,0.4155930045150093,0.0
4,shears,target,upside_down,pre,quo70ly2w3znb9c,branch,0.6605064996946217,0.0
4,hot-water_bottle,target,upside_down,post,quo70ly2w3znb9c,hot-water_bottle,0.0,1.0
4,pedal,target,regular,pre,quo70ly2w3znb9c,trumpet,0.6839307576936835,0.0
5,pedal,target,regular,post,quo70ly2w3znb9c,pedal,0.0,1.0
5,shears,target,upside_down,post,quo70ly2w3znb9c,branch,0.6605064996946217,0.0
5,axe,target,horizontal_flip,post,quo70ly2w3znb9c,branch,0.7060597829785555,0.0
0,pomegranate,target,horizontal_flip,pre,0skdn6l7m6uh0fx,,,0.0
0,gargoyle,target,upside_down,pre,0skdn6l7m6uh0fx,dolphin,0.6379935905225805,0.0
0,polar_bear,target,regular,pre,0skdn6l7m6uh0fx,map,0.7591411689355078,0.0
1,shears,target,regular,pre,0skdn6l7m6uh0fx,window,0.7582426950633308,0.0
