index,success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,browser_name,browser_version,os_name,os_version,tablet,mobile,screen_resolution,window_resolution,subject,subject_url,subject_ProlificID,designmatrix_ID,age,nationality,gender,handedness,view_history,rt,responses,question_order,value,item_width_mm,item_height_mm,item_width_px,px2mm,view_dist_mm,item_width_deg,px2deg,scale_factor,win_width_deg,win_height_deg,stimulus,key_press,trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,Exp_part,trial_part,RawResponse,dot_resp,dot_acc,unamb_image_duration,verbal_id,semantic_distance,verbal_acc_corrected
695,,,,,,survey-text-autocomplete,735,1145736,0.0-11.0-6.147-4.147,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,zjvwqegaaqvapjk,https://exponline.ugr.es/publix/939/1007/start?srid=18886,664660472f2de15888f9427d,50,30,Nigeria,Male,Right-handed,,,"{""recognition"":""snail""}",,,,,,,,,,,,,,,148,4,recognition,snail,snail,target,horizontal_flip,color,null,Exp,Recognition,,,,,snail,0.0,1.0
701,,,,,,survey-text-autocomplete,742,1159816,0.0-11.0-6.148-4.148,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,zjvwqegaaqvapjk,https://exponline.ugr.es/publix/939/1007/start?srid=18886,664660472f2de15888f9427d,50,30,Nigeria,Male,Right-handed,,,"{""recognition"":""nail polish""}",,,,,,,,,,,,,,,149,4,recognition,lip_gloss,lip_gloss,target,upside_down,color,null,Exp,Recognition,,,,,nail_polish,0.30579138847498166,0.0
707,,,,,,survey-text-autocomplete,749,1170403,0.0-11.0-6.149-4.149,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,zjvwqegaaqvapjk,https://exponline.ugr.es/publix/939/1007/start?srid=18886,664660472f2de15888f9427d,50,30,Nigeria,Male,Right-handed,,,"{""recognition"":""stick""}",,,,,,,,,,,,,,,150,4,recognition,banana_peel,banana_peel,target,regular,color,null,Exp,Recognition,,,,,stick,0.5641958087557887,0.0
713,,,,,,html-keyboard-response,755,1176864,0.0-11.0-5.150-1.150,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,zjvwqegaaqvapjk,https://exponline.ugr.es/publix/939/1007/start?srid=18886,664660472f2de15888f9427d,50,30,Nigeria,Male,Right-handed,,857.8999999761581,,,,,,,,,,,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/snail_mooney_dot_on7.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,151,5,dot,snail,snail_mooney_dot_on7,target,horizontal_flip,post,on,Exp,dot_recog,e,1,1,,,,
717,,,,,,html-keyboard-response,759,1178773,0.0-11.0-5.151-1.151,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,zjvwqegaaqvapjk,https://exponline.ugr.es/publix/939/1007/start?srid=18886,664660472f2de15888f9427d,50,30,Nigeria,Male,Right-handed,,859.3999999761581,,,,,,,,,,,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/banana_peel_mooney_dot_off8.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,152,5,dot,banana_peel,banana_peel_mooney_dot_off8,target,regular,post,off,Exp,dot_recog,e,1,0,,,,
721,,,,,,html-keyboard-response,763,1180821,0.0-11.0-5.152-1.152,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,zjvwqegaaqvapjk,https://exponline.ugr.es/publix/939/1007/start?srid=18886,664660472f2de15888f9427d,50,30,Nigeria,Male,Right-handed,,1000.0999999046326,,,,,,,,,,,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/snail_mooney_dot_off6.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,153,5,dot,snail,snail_mooney_dot_off6,target,horizontal_flip,post,off,Exp,dot_recog,e,1,0,,,,
725,,,,,,html-keyboard-response,767,1182581,0.0-11.0-5.153-1.153,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,zjvwqegaaqvapjk,https://exponline.ugr.es/publix/939/1007/start?srid=18886,664660472f2de15888f9427d,50,30,Nigeria,Male,Right-handed,,722.1000000238419,,,,,,,,,,,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/lip_gloss_mooney_dot_on5.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",69,154,5,dot,lip_gloss,lip_gloss_mooney_dot_on5,target,upside_down,post,on,Exp,dot_recog,e,1,1,,,,
729,,,,,,html-keyboard-response,771,1184265,0.0-11.0-5.154-1.154,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,zjvwqegaaqvapjk,https://exponline.ugr.es/publix/939/1007/start?srid=18886,664660472f2de15888f9427d,50,30,Nigeria,Male,Right-handed,,641.6999999284744,,,,,,,,,,,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/snail_mooney_dot_off8.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,155,5,dot,snail,snail_mooney_dot_off8,target,horizontal_flip,post,off,Exp,dot_recog,e,1,0,,,,
733,,,,,,html-keyboard-response,775,1185986,0.0-11.0-5.155-1.155,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,zjvwqegaaqvapjk,https://exponline.ugr.es/publix/939/1007/start?srid=18886,664660472f2de15888f9427d,50,30,Nigeria,Male,Right-handed,,668.3999999761581,,,,,,,,,,,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/banana_peel_mooney_dot_on5.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,156,5,dot,banana_peel,banana_peel_mooney_dot_on5,target,regular,post,on,Exp,dot_recog,e,1,1,,,,
737,,,,,,html-keyboard-response,779,1188064,0.0-11.0-5.156-1.156,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,zjvwqegaaqvapjk,https://exponline.ugr.es/publix/939/1007/start?srid=18886,664660472f2de15888f9427d,50,30,Nigeria,Male,Right-handed,,1027.3999999761581,,,,,,,,,,,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/lip_gloss_mooney_dot_off8.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",69,157,5,dot,lip_gloss,lip_gloss_mooney_dot_off8,target,upside_down,post,off,Exp,dot_recog,e,1,0,,,,
741,,,,,,html-keyboard-response,783,1189957,0.0-11.0-5.157-1.157,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,zjvwqegaaqvapjk,https://exponline.ugr.es/publix/939/1007/start?srid=18886,664660472f2de15888f9427d,50,30,Nigeria,Male,Right-handed,,850.3999999761581,,,,,,,,,,,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/snail_mooney_dot_on5.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,158,5,dot,snail,snail_mooney_dot_on5,target,horizontal_flip,post,on,Exp,dot_recog,e,1,1,,,,
745,,,,,,html-keyboard-response,787,1191979,0.0-11.0-5.158-1.158,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,zjvwqegaaqvapjk,https://exponline.ugr.es/publix/939/1007/start?srid=18886,664660472f2de15888f9427d,50,30,Nigeria,Male,Right-handed,,975.5,,,,,,,,,,,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/banana_peel_mooney_dot_on7.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,159,5,dot,banana_peel,banana_peel_mooney_dot_on7,target,regular,post,on,Exp,dot_recog,e,1,1,,,,
749,,,,,,html-keyboard-response,791,1193881,0.0-11.0-5.159-1.159,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,zjvwqegaaqvapjk,https://exponline.ugr.es/publix/939/1007/start?srid=18886,664660472f2de15888f9427d,50,30,Nigeria,Male,Right-handed,,853,,,,,,,,,,,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/lip_gloss_mooney_dot_off6.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",69,160,5,dot,lip_gloss,lip_gloss_mooney_dot_off6,target,upside_down,post,off,Exp,dot_recog,e,1,0,,,,
753,,,,,,html-keyboard-response,795,1195881,0.0-11.0-5.160-1.160,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,zjvwqegaaqvapjk,https://exponline.ugr.es/publix/939/1007/start?srid=18886,664660472f2de15888f9427d,50,30,Nigeria,Male,Right-handed,,950.9000000953674,,,,,,,,,,,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/banana_peel_mooney_dot_off6.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",69,161,5,dot,banana_peel,banana_peel_mooney_dot_off6,target,regular,post,off,Exp,dot_recog,e,1,0,,,,
757,,,,,,html-keyboard-response,799,1197571,0.0-11.0-5.161-1.161,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,zjvwqegaaqvapjk,https://exponline.ugr.es/publix/939/1007/start?srid=18886,664660472f2de15888f9427d,50,30,Nigeria,Male,Right-handed,,644.2000000476837,,,,,,,,,,,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/lip_gloss_mooney_dot_on7.jpg"" style=""width: 500px; height: ""500px; transform: scaleY(-1) ; ""></img></div></div>",69,162,5,dot,lip_gloss,lip_gloss_mooney_dot_on7,target,upside_down,post,on,Exp,dot_recog,e,1,1,,,,
764,,,,,,survey-text-autocomplete,807,1206056,0.0-11.0-6.162-4.162,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,zjvwqegaaqvapjk,https://exponline.ugr.es/publix/939/1007/start?srid=18886,664660472f2de15888f9427d,50,30,Nigeria,Male,Right-handed,,,"{""recognition"":""human face""}",,,,,,,,,,,,,,,163,5,recognition,snail,snail_mooney,target,horizontal_flip,post,null,Exp,Recognition,,,,,human_face,0.7931851138155332,0.0
770,,,,,,survey-text-autocomplete,814,1215251,0.0-11.0-6.163-4.163,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,zjvwqegaaqvapjk,https://exponline.ugr.es/publix/939/1007/start?srid=18886,664660472f2de15888f9427d,50,30,Nigeria,Male,Right-handed,,,"{""recognition"":""gun trigger""}",,,,,,,,,,,,,,,164,5,recognition,lip_gloss,lip_gloss_mooney,target,upside_down,post,null,Exp,Recognition,,,,,gun_trigger,0.8621091008168233,0.0
776,,,,,,survey-text-autocomplete,821,1237140,0.0-11.0-6.164-4.164,Chrome,136.0,Windows,10,undefined,undefined,1366 x 768,1366 x 641,zjvwqegaaqvapjk,https://exponline.ugr.es/publix/939/1007/start?srid=18886,664660472f2de15888f9427d,50,30,Nigeria,Male,Right-handed,,,"""timeout""",,,,,,,,,,,,,,,165,5,recognition,banana_peel,banana_peel_mooney,target,regular,post,null,Exp,Recognition,,,,,,,0.0
