index,success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,browser_name,browser_version,os_name,os_version,tablet,mobile,screen_resolution,window_resolution,subject,subject_url,subject_ProlificID,designmatrix_ID,age,nationality,gender,handedness,view_history,rt,responses,question_order,value,stimulus,key_press,trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,Exp_part,trial_part,RawResponse,dot_resp,dot_acc,verbal_id,semantic_distance,verbal_acc_corrected
394,,,,,,html-keyboard-response,394,774483,0.0-11.0-5.80-1.80,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,866.4000000953674,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/eclair_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,81,2,dot,eclair,eclair_mooney_dot_on1,catch,horizontal_flip,pre,on,Exp,dot_recog,e,0,0,,,
398,,,,,,html-keyboard-response,398,776491,0.0-11.0-5.81-1.81,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,963.6000000238419,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/bat2_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,82,2,dot,bat2,bat2_mooney_dot_off2,target,regular,pre,off,Exp,dot_recog,i,1,0,,,
402,,,,,,html-keyboard-response,402,779468,0.0-11.0-5.82-1.82,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1935.6000000238419,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/magnifier_mooney_dot_on7.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",69,83,2,dot,magnifier,magnifier_mooney_dot_on7,target,upside_down,post,on,Exp,dot_recog,e,0,0,,,
406,,,,,,html-keyboard-response,406,781527,0.0-11.0-5.83-1.83,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1022.5999999046326,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/candelabra_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,84,2,dot,candelabra,candelabra_mooney_dot_off2,target,horizontal_flip,pre,off,Exp,dot_recog,i,1,0,,,
410,,,,,,html-keyboard-response,410,783768,0.0-11.0-5.84-1.84,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1194.8999999761581,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/bat2_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,85,2,dot,bat2,bat2_mooney_dot_on1,target,regular,pre,on,Exp,dot_recog,e,0,0,,,
414,,,,,,html-keyboard-response,414,785938,0.0-11.0-5.85-1.85,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1124.2000000476837,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/candelabra_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,86,2,dot,candelabra,candelabra_mooney_dot_on3,target,horizontal_flip,pre,on,Exp,dot_recog,i,1,1,,,
418,,,,,,html-keyboard-response,418,788452,0.0-11.0-5.86-1.86,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1472.2000000476837,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,87,2,dot,puffin,puffin_mooney_dot_on5,target,horizontal_flip,post,on,Exp,dot_recog,e,0,0,,,
422,,,,,,html-keyboard-response,422,790833,0.0-11.0-5.87-1.87,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1342.9000000953674,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/sandal_mooney_dot_on7.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,88,2,dot,sandal,sandal_mooney_dot_on7,catch,upside_down,post,on,Exp,dot_recog,i,1,1,,,
426,,,,,,html-keyboard-response,426,792912,0.0-11.0-5.88-1.88,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1033.8999999761581,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/backpack_mooney_dot_off6.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,89,2,dot,backpack,backpack_mooney_dot_off6,target,regular,post,off,Exp,dot_recog,i,1,0,,,
430,,,,,,html-keyboard-response,430,794497,0.0-11.0-5.89-1.89,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,546.5,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/sandal_mooney_dot_off8.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",69,90,2,dot,sandal,sandal_mooney_dot_off8,catch,upside_down,post,off,Exp,dot_recog,e,0,1,,,
434,,,,,,html-keyboard-response,434,796918,0.0-11.0-5.90-1.90,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1386.5,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/eclair_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,91,2,dot,eclair,eclair_mooney_dot_off2,catch,horizontal_flip,pre,off,Exp,dot_recog,i,1,0,,,
438,,,,,,html-keyboard-response,438,799177,0.0-11.0-5.91-1.91,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,1226.6999999284744,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin_mooney_dot_off8.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,92,2,dot,puffin,puffin_mooney_dot_off8,target,horizontal_flip,post,off,Exp,dot_recog,e,0,1,,,
442,,,,,,html-keyboard-response,442,805225,0.0-11.0-5.92-1.92,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1364 x 681,jxuvqk054h23be6,https://exponline.ugr.es/publix/939/983/start?srid=18218,67f029e22e5e1c69ddbd02a7,12,34,United States,Male,Left-handed,,null,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/magnifier_mooney_dot_off6.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",null,93,2,dot,magnifier,magnifier_mooney_dot_off6,target,upside_down,post,off,Exp,dot_recog,,0,1,,,
