index,success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,browser_name,browser_version,os_name,os_version,tablet,mobile,screen_resolution,window_resolution,subject,subject_url,subject_ProlificID,designmatrix_ID,age,nationality,gender,handedness,view_history,rt,responses,question_order,value,stimulus,key_press,trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,Exp_part,trial_part,RawResponse,dot_resp,dot_acc,verbal_id,semantic_distance,verbal_acc_corrected
70,,,,,,html-keyboard-response,70,607875,0.0-11.0-5.14-1.14,Chrome,131.0,Windows,10,undefined,undefined,1366 x 768,1821 x 844,plc5vrqb4dtrbax,https://exponline.ugr.es/publix/939/983/start?srid=18292,67cc8253f92f85950cb43a1a,9,21,United States,Female,Right-handed,,496.09999999403954,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/eclair_mooney_dot_off2.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",73,15,0,dot,eclair,eclair_mooney_dot_off2,target,regular,pre,off,Exp,dot_recog,i,0,1,,,
74,,,,,,html-keyboard-response,74,609381,0.0-11.0-5.15-1.15,Chrome,131.0,Windows,10,undefined,undefined,1366 x 768,1821 x 844,plc5vrqb4dtrbax,https://exponline.ugr.es/publix/939/983/start?srid=18292,67cc8253f92f85950cb43a1a,9,21,United States,Female,Right-handed,,483.90000000596046,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/garlic_mooney_dot_on3.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",73,16,0,dot,garlic,garlic_mooney_dot_on3,target,horizontal_flip,pre,on,Exp,dot_recog,i,0,0,,,
82,,,,,,survey-text-autocomplete,82,628084,0.0-11.0-6.16-4.16,Chrome,131.0,Windows,10,undefined,undefined,1366 x 768,1821 x 844,plc5vrqb4dtrbax,https://exponline.ugr.es/publix/939/983/start?srid=18292,67cc8253f92f85950cb43a1a,9,21,United States,Female,Right-handed,,,"{""recognition"":""dental floss""}",,,,,17,0,recognition,steak,steak_mooney,catch,regular,pre,null,Exp,Recognition,,,,dental_floss,0.7464213867019956,0.0
89,,,,,,survey-text-autocomplete,89,636222,0.0-11.0-6.17-4.17,Chrome,131.0,Windows,10,undefined,undefined,1366 x 768,1821 x 844,plc5vrqb4dtrbax,https://exponline.ugr.es/publix/939/983/start?srid=18292,67cc8253f92f85950cb43a1a,9,21,United States,Female,Right-handed,,,"{""recognition"":""bird""}",,,,,18,0,recognition,garlic,garlic_mooney,target,horizontal_flip,pre,null,Exp,Recognition,,,,bird,0.7368527084285086,0.0
96,,,,,,survey-text-autocomplete,96,644223,0.0-11.0-6.18-4.18,Chrome,131.0,Windows,10,undefined,undefined,1366 x 768,1821 x 844,plc5vrqb4dtrbax,https://exponline.ugr.es/publix/939/983/start?srid=18292,67cc8253f92f85950cb43a1a,9,21,United States,Female,Right-handed,,,"{""recognition"":""bird""}",,,,,19,0,recognition,eclair,eclair_mooney,target,regular,pre,null,Exp,Recognition,,,,bird,0.6567928753786267,0.0
103,,,,,,survey-text-autocomplete,103,653405,0.0-11.0-6.19-4.19,Chrome,131.0,Windows,10,undefined,undefined,1366 x 768,1821 x 844,plc5vrqb4dtrbax,https://exponline.ugr.es/publix/939/983/start?srid=18292,67cc8253f92f85950cb43a1a,9,21,United States,Female,Right-handed,,,"{""recognition"":""vent""}",,,,,20,0,recognition,dumbbell,dumbbell_mooney,target,upside_down,pre,null,Exp,Recognition,,,,vent,0.7969142140744979,0.0
110,,,,,,survey-text-autocomplete,110,674595,0.0-11.0-6.20-4.20,Chrome,131.0,Windows,10,undefined,undefined,1366 x 768,1821 x 844,plc5vrqb4dtrbax,https://exponline.ugr.es/publix/939/983/start?srid=18292,67cc8253f92f85950cb43a1a,9,21,United States,Female,Right-handed,,,"{""recognition"":""garlic""}",,,,,21,0,recognition,garlic,garlic,target,horizontal_flip,color,null,Exp,Recognition,,,,garlic,0.0,1.0
117,,,,,,survey-text-autocomplete,117,684263,0.0-11.0-6.21-4.21,Chrome,131.0,Windows,10,undefined,undefined,1366 x 768,1821 x 844,plc5vrqb4dtrbax,https://exponline.ugr.es/publix/939/983/start?srid=18292,67cc8253f92f85950cb43a1a,9,21,United States,Female,Right-handed,,,"{""recognition"":""donut""}",,,,,22,0,recognition,eclair,eclair,target,regular,color,null,Exp,Recognition,,,,donut,0.3208151011746577,0.0
124,,,,,,survey-text-autocomplete,124,693149,0.0-11.0-6.22-4.22,Chrome,131.0,Windows,10,undefined,undefined,1366 x 768,1821 x 844,plc5vrqb4dtrbax,https://exponline.ugr.es/publix/939/983/start?srid=18292,67cc8253f92f85950cb43a1a,9,21,United States,Female,Right-handed,,,"{""recognition"":""dumbbell""}",,,,,23,0,recognition,dumbbell,dumbbell,target,upside_down,color,null,Exp,Recognition,,,,dumbbell,0.0,1.0
130,,,,,,html-keyboard-response,130,714398,0.0-11.0-5.23-1.23,Chrome,131.0,Windows,10,undefined,undefined,1366 x 768,1821 x 844,plc5vrqb4dtrbax,https://exponline.ugr.es/publix/939/983/start?srid=18292,67cc8253f92f85950cb43a1a,9,21,United States,Female,Right-handed,,null,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/punching_bag_mooney_dot_off4.jpg"" style=""width: 500px; height: ""500px; transform: ; ""></img></div></div>",null,24,1,dot,punching_bag,punching_bag_mooney_dot_off4,target,regular,pre,off,Exp,dot_recog,,0,1,,,
